,episode,reward,steps,epsilon
805,805,4,7,0.049911691230058335
806,806,-42,4,0.049911691230058335
807,807,5,5,0.049911691230058335
808,808,8,3,0.049911691230058335
809,809,8,3,0.049911691230058335
810,810,7,4,0.049911691230058335
811,811,3,8,0.049911691230058335
812,812,8,3,0.049911691230058335
813,813,6,5,0.049911691230058335
814,814,6,5,0.049911691230058335
815,815,8,3,0.049911691230058335
816,816,6,5,0.049911691230058335
817,817,7,4,0.049911691230058335
818,818,8,3,0.049911691230058335
819,819,7,4,0.049911691230058335
820,820,7,4,0.049911691230058335
821,821,6,5,0.049911691230058335
822,822,-15,6,0.049911691230058335
823,823,8,3,0.049911691230058335
824,824,7,4,0.049911691230058335
825,825,7,4,0.049911691230058335
826,826,8,3,0.049911691230058335
827,827,5,6,0.049911691230058335
828,828,7,4,0.049911691230058335
829,829,5,6,0.049911691230058335
830,830,8,3,0.049911691230058335
831,831,7,4,0.049911691230058335
832,832,7,4,0.049911691230058335
833,833,3,8,0.049911691230058335
834,834,5,6,0.049911691230058335
835,835,6,5,0.049911691230058335
836,836,7,4,0.049911691230058335
837,837,8,3,0.049911691230058335
838,838,7,4,0.049911691230058335
839,839,7,4,0.049911691230058335
840,840,5,6,0.049911691230058335
841,841,6,5,0.049911691230058335
842,842,7,4,0.049911691230058335
843,843,6,5,0.049911691230058335
844,844,7,4,0.049911691230058335
845,845,-12,3,0.049911691230058335
846,846,8,3,0.049911691230058335
847,847,4,7,0.049911691230058335
848,848,7,4,0.049911691230058335
849,849,8,3,0.049911691230058335
850,850,7,4,0.049911691230058335
851,851,4,7,0.049911691230058335
852,852,-16,7,0.049911691230058335
853,853,6,5,0.049911691230058335
854,854,5,6,0.049911691230058335
855,855,7,4,0.049911691230058335
856,856,7,4,0.049911691230058335
857,857,7,4,0.049911691230058335
858,858,8,3,0.049911691230058335
859,859,-45,7,0.049911691230058335
860,860,6,5,0.049911691230058335
861,861,-14,5,0.049911691230058335
862,862,8,3,0.049911691230058335
863,863,8,3,0.049911691230058335
864,864,-13,4,0.049911691230058335
865,865,8,3,0.049911691230058335
866,866,8,3,0.049911691230058335
867,867,7,4,0.049911691230058335
868,868,5,6,0.049911691230058335
869,869,5,6,0.049911691230058335
870,870,5,6,0.049911691230058335
871,871,7,4,0.049911691230058335
872,872,7,4,0.049911691230058335
873,873,8,3,0.049911691230058335
874,874,7,4,0.049911691230058335
875,875,-16,7,0.049911691230058335
876,876,8,3,0.049911691230058335
877,877,-43,5,0.049911691230058335
878,878,8,3,0.049911691230058335
879,879,5,6,0.049911691230058335
880,880,8,3,0.049911691230058335
881,881,8,3,0.049911691230058335
882,882,7,4,0.049911691230058335
883,883,-18,9,0.049911691230058335
884,884,-13,4,0.049911691230058335
885,885,7,4,0.049911691230058335
886,886,4,7,0.049911691230058335
887,887,6,5,0.049911691230058335
888,888,7,4,0.049911691230058335
889,889,8,3,0.049911691230058335
890,890,8,3,0.049911691230058335
891,891,5,6,0.049911691230058335
892,892,4,7,0.049911691230058335
893,893,7,4,0.049911691230058335
894,894,8,3,0.049911691230058335
895,895,3,8,0.049911691230058335
896,896,8,3,0.049911691230058335
897,897,6,5,0.049911691230058335
898,898,-12,3,0.049911691230058335
899,899,7,4,0.049911691230058335
900,900,5,6,0.049911691230058335
901,901,-12,3,0.049911691230058335
902,902,8,3,0.049911691230058335
903,903,8,3,0.049911691230058335
904,904,7,4,0.049911691230058335
905,905,4,7,0.049911691230058335
906,906,2,9,0.049911691230058335
907,907,8,3,0.049911691230058335
908,908,5,6,0.049911691230058335
909,909,8,3,0.049911691230058335
910,910,5,6,0.049911691230058335
911,911,5,6,0.049911691230058335
912,912,8,3,0.049911691230058335
913,913,7,4,0.049911691230058335
914,914,7,4,0.049911691230058335
915,915,8,3,0.049911691230058335
916,916,5,5,0.049911691230058335
917,917,9,2,0.049911691230058335
918,918,3,8,0.049911691230058335
919,919,8,3,0.049911691230058335
920,920,-15,6,0.049911691230058335
921,921,4,7,0.049911691230058335
922,922,4,7,0.049911691230058335
923,923,8,3,0.049911691230058335
924,924,7,4,0.049911691230058335
925,925,7,4,0.049911691230058335
926,926,8,3,0.049911691230058335
927,927,6,5,0.049911691230058335
928,928,4,7,0.049911691230058335
929,929,6,5,0.049911691230058335
930,930,6,5,0.049911691230058335
931,931,7,4,0.049911691230058335
932,932,6,4,0.049911691230058335
933,933,-42,4,0.049911691230058335
934,934,-48,10,0.049911691230058335
935,935,6,5,0.049911691230058335
936,936,8,3,0.049911691230058335
937,937,8,3,0.049911691230058335
938,938,8,3,0.049911691230058335
939,939,8,3,0.049911691230058335
940,940,8,3,0.049911691230058335
941,941,7,4,0.049911691230058335
942,942,8,3,0.049911691230058335
943,943,8,3,0.049911691230058335
944,944,6,4,0.049911691230058335
945,945,8,3,0.049911691230058335
946,946,8,3,0.049911691230058335
947,947,7,4,0.049911691230058335
948,948,4,7,0.049911691230058335
949,949,7,4,0.049911691230058335
950,950,6,4,0.049911691230058335
951,951,8,3,0.049911691230058335
952,952,8,3,0.049911691230058335
953,953,7,4,0.049911691230058335
954,954,-15,6,0.049911691230058335
955,955,4,7,0.049911691230058335
956,956,6,5,0.049911691230058335
957,957,-64,6,0.049911691230058335
958,958,1,10,0.049911691230058335
959,959,6,5,0.049911691230058335
960,960,8,3,0.049911691230058335
961,961,-13,4,0.049911691230058335
962,962,5,5,0.049911691230058335
963,963,5,6,0.049911691230058335
964,964,8,3,0.049911691230058335
965,965,7,4,0.049911691230058335
966,966,-12,3,0.049911691230058335
967,967,7,4,0.049911691230058335
968,968,8,3,0.049911691230058335
969,969,6,5,0.049911691230058335
970,970,8,3,0.049911691230058335
971,971,5,5,0.049911691230058335
972,972,7,4,0.049911691230058335
973,973,-1,10,0.049911691230058335
974,974,5,6,0.049911691230058335
975,975,-13,4,0.049911691230058335
976,976,7,4,0.049911691230058335
977,977,5,6,0.049911691230058335
978,978,6,5,0.049911691230058335
979,979,8,3,0.049911691230058335
980,980,-13,4,0.049911691230058335
981,981,8,3,0.049911691230058335
982,982,7,4,0.049911691230058335
983,983,7,4,0.049911691230058335
984,984,7,4,0.049911691230058335
985,985,7,4,0.049911691230058335
986,986,8,3,0.049911691230058335
987,987,3,8,0.049911691230058335
988,988,4,6,0.049911691230058335
989,989,8,3,0.049911691230058335
990,990,8,3,0.049911691230058335
991,991,6,5,0.049911691230058335
992,992,7,4,0.049911691230058335
993,993,8,3,0.049911691230058335
994,994,8,3,0.049911691230058335
995,995,5,6,0.049911691230058335
996,996,7,4,0.049911691230058335
997,997,8,3,0.049911691230058335
998,998,-43,5,0.049911691230058335
999,999,6,5,0.049911691230058335
